,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,date,time_of_day,hour
71336,10,2,4,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71339,10,0,5,5,7,1,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71340,7,2,5,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15,15
71341,9,1,5,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71345,8,1,4,4,6,2,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71347,10,2,5,5,7,1,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71350,8,2,5,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71356,9,2,5,5,6,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71357,8,2,4,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:40,15
71358,9,1,5,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71363,9,1,6,5,5,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71366,8,3,4,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71371,9,2,5,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71372,9,2,3,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:10,15
71375,8,1,4,3,5,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71378,7,3,5,5,6,1,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71380,9,1,5,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71382,9,3,5,3,5,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71390,8,2,5,5,6,1,COMMUNITY HOSPITAL,2020-04-09,15:40,15
71393,10,2,6,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71396,8,2,6,5,6,1,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71401,10,2,4,3,5,1,COMMUNITY HOSPITAL,2020-04-09,15:10,15
71402,10,2,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:10,15
71405,9,3,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:10,15
71406,9,2,5,4,5,1,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71407,8,2,5,4,5,1,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71408,8,1,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71410,9,1,5,4,7,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71413,9,3,6,5,7,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71414,9,1,5,4,5,0,COMMUNITY HOSPITAL,2020-04-09,15:10,15
71415,9,3,4,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71416,8,2,4,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:10,15
71418,10,2,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71420,10,2,5,3,7,0,COMMUNITY HOSPITAL,2020-04-09,15:10,15
71428,9,1,5,4,5,0,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71430,9,2,4,5,7,1,COMMUNITY HOSPITAL,2020-04-09,15:25,15
71432,9,2,5,4,8,0,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71433,9,2,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71434,9,1,5,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:05,15
71435,9,2,5,4,6,0,COMMUNITY HOSPITAL,2020-04-09,15:35,15
71436,9,1,5,4,6,1,COMMUNITY HOSPITAL,2020-04-09,15:30,15
71439,9,1,5,2,6,0,COMMUNITY HOSPITAL,2020-04-09,15:50,15
71440,9,2,5,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:20,15
71441,10,3,5,3,7,0,COMMUNITY HOSPITAL,2020-04-09,15:15,15
71448,9,1,5,3,6,1,COMMUNITY HOSPITAL,2020-04-09,15:40,15
71449,10,2,5,3,6,0,COMMUNITY HOSPITAL,2020-04-09,15:45,15
71452,8,1,5,3,5,1,COMMUNITY HOSPITAL,2020-04-09,15:55,15
71815,8,6,5,4,5,3,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71819,7,4,5,3,4,3,GOLDCARE HOSPITAL,2020-04-09,15:20,15
71821,8,6,5,3,4,3,GOLDCARE HOSPITAL,2020-04-09,15,15
71822,7,5,5,4,6,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71823,9,4,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:35,15
71824,8,5,4,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
71825,8,5,5,5,5,1,GOLDCARE HOSPITAL,2020-04-09,15:40,15
71826,9,4,6,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:40,15
71827,8,5,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
71828,8,5,4,3,4,2,GOLDCARE HOSPITAL,2020-04-09,15:50,15
71830,9,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71833,9,6,5,3,4,2,GOLDCARE HOSPITAL,2020-04-09,15,15
71836,7,5,5,4,4,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
71837,7,4,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
71838,9,5,4,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:55,15
71841,8,6,5,3,4,1,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71844,9,5,5,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71845,9,5,6,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:30,15
71846,8,5,4,1,6,2,GOLDCARE HOSPITAL,2020-04-09,15:35,15
71850,8,4,6,3,6,1,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71852,8,5,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
71853,8,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
71854,8,6,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71855,8,4,6,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71857,8,5,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71858,9,5,6,3,6,1,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71859,8,5,5,4,6,3,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71860,7,5,5,4,6,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
71862,6,5,7,2,5,1,GOLDCARE HOSPITAL,2020-04-09,15:15,15
71863,8,5,4,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15,15
71864,7,6,5,4,4,3,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71865,9,5,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71866,8,6,6,4,5,3,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71868,8,5,5,5,4,3,GOLDCARE HOSPITAL,2020-04-09,15:35,15
71871,9,5,6,3,4,2,GOLDCARE HOSPITAL,2020-04-09,15,15
71873,7,4,3,4,6,2,GOLDCARE HOSPITAL,2020-04-09,15:35,15
71875,7,5,5,4,5,3,GOLDCARE HOSPITAL,2020-04-09,15,15
71876,8,5,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71877,7,5,4,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15,15
71878,7,5,4,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:15,15
71880,7,4,4,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:35,15
71882,6,5,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:35,15
71884,10,5,6,2,6,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71887,8,5,6,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71888,9,4,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
71889,8,4,5,3,6,1,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71890,9,4,5,2,5,1,GOLDCARE HOSPITAL,2020-04-09,15,15
71891,9,5,5,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:20,15
71893,9,5,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71895,8,3,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:35,15
71896,8,5,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15,15
71898,8,6,4,3,5,4,GOLDCARE HOSPITAL,2020-04-09,15:35,15
71899,7,4,5,3,4,3,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71901,7,6,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71902,8,6,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
71903,8,6,5,2,5,3,GOLDCARE HOSPITAL,2020-04-09,15:50,15
71907,7,4,3,3,6,1,GOLDCARE HOSPITAL,2020-04-09,15:15,15
71908,9,4,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71909,9,4,5,2,4,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
71911,8,4,5,4,5,4,GOLDCARE HOSPITAL,2020-04-09,15,15
71912,7,5,5,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:50,15
71913,8,6,6,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:55,15
71916,9,7,4,3,4,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71917,7,4,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71919,8,3,4,3,6,1,GOLDCARE HOSPITAL,2020-04-09,15:45,15
71920,8,7,6,3,6,3,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71921,8,5,4,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:15,15
71922,8,3,5,2,4,2,GOLDCARE HOSPITAL,2020-04-09,15:30,15
71923,8,6,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71924,8,4,6,5,4,3,GOLDCARE HOSPITAL,2020-04-09,15:20,15
71926,7,3,5,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71927,8,4,5,2,6,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
71928,8,5,5,3,4,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
71930,7,6,6,2,5,1,GOLDCARE HOSPITAL,2020-04-09,15:50,15
71931,8,5,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15,15
71932,8,5,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:35,15
71933,8,5,4,4,6,2,GOLDCARE HOSPITAL,2020-04-09,15:50,15
71936,8,5,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:30,15
71937,8,5,6,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71938,7,5,5,4,5,3,GOLDCARE HOSPITAL,2020-04-09,15:40,15
71941,8,5,5,2,6,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71942,9,6,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71945,7,4,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
71946,8,4,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15,15
71947,7,5,5,4,6,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
71949,8,5,4,2,5,3,GOLDCARE HOSPITAL,2020-04-09,15:20,15
71950,10,6,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71951,9,6,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
71952,8,5,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
71955,8,6,4,4,4,3,GOLDCARE HOSPITAL,2020-04-09,15:50,15
71957,8,6,5,4,5,3,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71958,8,4,5,3,4,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71959,8,5,6,3,4,3,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71962,8,4,5,4,4,2,GOLDCARE HOSPITAL,2020-04-09,15:30,15
71963,8,5,5,2,6,3,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71965,7,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71967,8,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:50,15
71968,8,6,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71970,7,5,5,2,4,3,GOLDCARE HOSPITAL,2020-04-09,15:10,15
71971,8,5,4,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
71972,6,4,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:35,15
71974,8,6,5,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:35,15
71976,10,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
71979,7,6,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15,15
71981,9,5,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
71982,7,5,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:40,15
71983,7,5,4,3,4,2,GOLDCARE HOSPITAL,2020-04-09,15:30,15
71984,9,5,5,2,6,2,GOLDCARE HOSPITAL,2020-04-09,15:30,15
71985,8,6,4,3,4,1,GOLDCARE HOSPITAL,2020-04-09,15:25,15
71986,8,4,5,2,4,1,GOLDCARE HOSPITAL,2020-04-09,15:05,15
71987,7,5,6,3,6,3,GOLDCARE HOSPITAL,2020-04-09,15,15
71989,8,4,3,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
71990,9,6,6,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
71991,9,5,4,5,4,4,GOLDCARE HOSPITAL,2020-04-09,15:45,15
71993,8,6,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
71996,9,6,4,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:55,15
71998,9,5,6,3,4,1,GOLDCARE HOSPITAL,2020-04-09,15:30,15
72002,8,5,5,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72007,8,6,5,3,4,4,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72008,8,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72009,8,5,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72013,7,5,5,3,4,3,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72020,9,3,5,3,4,1,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72022,9,4,4,4,5,3,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72023,8,6,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72024,8,4,5,2,6,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72026,8,5,6,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72027,9,4,5,3,4,1,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72029,9,5,6,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72032,8,7,5,4,4,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72034,8,5,5,2,4,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72036,8,3,5,4,4,3,GOLDCARE HOSPITAL,2020-04-09,15:30,15
72037,9,5,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72038,7,5,5,2,5,1,GOLDCARE HOSPITAL,2020-04-09,15:30,15
72039,8,5,6,2,6,2,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72040,8,6,4,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72041,9,6,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72043,8,5,4,2,3,3,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72045,7,6,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72048,9,4,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72052,8,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72054,8,6,4,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72056,8,4,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72060,8,4,6,2,6,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72065,8,6,5,3,4,3,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72069,8,6,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:30,15
72070,8,5,4,4,5,1,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72071,8,4,6,4,4,3,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72072,8,4,5,4,4,3,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72074,8,5,5,3,6,1,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72077,7,5,5,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72078,8,5,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72079,8,5,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72081,9,6,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72082,8,5,5,5,4,1,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72083,7,6,5,5,5,3,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72084,8,6,7,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72087,7,6,4,3,4,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72089,8,5,6,4,4,1,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72090,7,5,4,3,4,3,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72091,7,4,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72092,8,5,6,3,4,1,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72093,7,5,4,3,4,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72095,8,5,5,3,4,4,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72096,8,5,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72098,7,5,4,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72099,7,6,5,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72101,9,5,4,4,5,1,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72102,6,5,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72103,7,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72105,8,6,5,2,5,3,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72106,8,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72107,9,6,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72108,8,5,5,3,4,1,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72109,9,5,6,2,5,1,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72111,8,5,3,2,4,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72113,7,6,5,2,6,3,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72114,8,5,4,3,4,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72115,8,4,5,4,6,2,GOLDCARE HOSPITAL,2020-04-09,15:30,15
72116,8,5,6,2,4,3,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72117,7,7,5,2,5,3,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72118,7,4,4,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72119,8,5,4,3,4,1,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72120,8,6,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72122,7,4,6,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72123,8,4,5,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72125,8,4,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72126,8,5,4,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72128,7,5,5,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15:50,15
72131,8,5,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72134,7,5,4,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72135,8,4,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:50,15
72137,7,5,5,3,4,3,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72140,9,5,5,2,5,1,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72141,8,5,6,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72142,7,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72143,8,4,4,4,6,1,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72148,7,5,5,3,4,1,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72149,8,5,6,3,5,0,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72151,8,6,5,4,4,2,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72152,7,5,4,3,6,1,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72153,9,5,5,2,4,1,GOLDCARE HOSPITAL,2020-04-09,15:30,15
72155,10,6,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72157,7,6,5,2,6,1,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72160,8,6,5,3,4,1,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72161,9,5,5,4,6,1,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72163,8,5,6,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72165,7,5,6,2,4,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72166,8,4,6,2,4,3,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72168,9,6,4,3,5,3,GOLDCARE HOSPITAL,2020-04-09,15,15
72169,9,5,4,3,7,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72172,9,5,7,3,6,3,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72173,8,5,5,3,6,3,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72175,9,6,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72176,8,5,5,4,5,1,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72181,8,5,4,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72183,7,5,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72186,8,6,6,2,6,3,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72187,7,5,5,3,7,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72188,8,4,5,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72192,8,6,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72193,7,4,4,2,5,3,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72195,7,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72200,7,6,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72201,9,6,5,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72202,8,5,4,3,4,3,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72203,8,4,4,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72204,8,6,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:30,15
72206,8,6,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72207,7,5,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15,15
72208,7,5,4,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72209,8,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72211,8,6,4,3,7,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72213,9,6,5,3,4,1,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72214,9,4,5,2,4,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72215,8,5,5,3,6,1,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72218,8,5,7,2,5,3,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72219,6,5,6,3,4,2,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72221,8,5,6,2,4,1,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72222,8,5,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72223,8,4,4,4,6,3,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72224,7,5,6,2,6,1,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72226,8,5,6,3,6,4,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72227,8,6,5,2,4,1,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72232,9,4,4,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72234,8,5,7,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72235,8,5,4,2,7,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72236,7,5,5,3,6,3,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72237,8,5,5,4,5,1,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72238,7,6,5,2,5,3,GOLDCARE HOSPITAL,2020-04-09,15,15
72239,7,4,4,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72240,8,4,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72241,9,6,4,4,4,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72242,8,6,6,3,5,0,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72243,8,5,6,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:05,15
72244,8,5,5,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72246,7,5,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72247,8,3,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72250,8,4,5,3,4,3,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72251,8,4,5,2,5,1,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72252,8,5,5,2,4,1,GOLDCARE HOSPITAL,2020-04-09,15:35,15
72254,8,6,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72256,8,5,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72257,8,6,4,2,6,2,GOLDCARE HOSPITAL,2020-04-09,15:10,15
72258,8,5,5,3,6,2,GOLDCARE HOSPITAL,2020-04-09,15:20,15
72260,8,5,6,5,5,2,GOLDCARE HOSPITAL,2020-04-09,15:30,15
72261,8,4,6,2,5,2,GOLDCARE HOSPITAL,2020-04-09,15:25,15
72263,9,6,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:55,15
72264,7,4,5,4,6,2,GOLDCARE HOSPITAL,2020-04-09,15:30,15
72265,9,5,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72266,8,5,5,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72267,7,4,4,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15:15,15
72269,8,4,5,2,6,1,GOLDCARE HOSPITAL,2020-04-09,15:45,15
72271,7,5,4,4,6,3,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72272,9,5,6,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15,15
72275,7,3,6,3,5,2,GOLDCARE HOSPITAL,2020-04-09,15,15
72276,8,6,6,4,5,2,GOLDCARE HOSPITAL,2020-04-09,15:40,15
72277,9,4,5,3,5,1,GOLDCARE HOSPITAL,2020-04-09,15:15,15
